"branch","ncust","customer","age","ed","employ","address","income","debtinc","creddebt","othdebt","default"
68,3388,335816,34,"Bac+3",11,6,52,12.9,4.165668,2.542332,"Non"
68,3388,335844,25,"Bac+3",3,1,27,16.9,1.085994,3.477006,"Non"
68,3388,335958,53,"Bac+2",30,12,220,12.9,2.80962,25.57038,"Non"
68,3388,336005,30,"Bac+3",4,4,39,11.6,1.393392,3.130608,"Non"
68,3388,336019,49,"Bac+5 et plus",23,11,178,19.4,5.594184,28.937816,"Non"
68,3388,336093,21,"Bac+2",2,1,23,3.5,0.25438,0.55062,"Non"
68,3388,336204,40,"Bac+2",0,12,21,36.6,4.350276,3.335724,"Oui"
68,3388,336244,18,"Bac+2",0,0,23,11.5,0.66125,1.98375,"Oui"
68,3388,336247,18,"Bac+2",0,0,15,8,0.2244,0.9756,"Non"
68,3388,336295,34,"Niveau bac",10,6,50,5.3,0.583,2.067,"Non"
68,3388,336326,40,"Bac+4",15,13,111,9.6,1.875456,8.780544,"Non"
68,3388,336330,49,"Niveau bac",4,11,36,9.9,1.357884,2.206116,"Non"
68,3388,336350,27,"Bac+3",0,4,31,3.7,0.284456,0.862544,"Non"
68,3388,336401,52,"Niveau bac",26,12,77,28.6,5.263258,16.758742,"Non"
68,3388,336479,20,"Bac+2",0,1,28,9.8,0.65856,2.08544,"Non"
68,3388,336499,26,"Bac+3",0,3,23,10.9,1.707267,0.799733,"Oui"
68,3388,336510,62,"Bac+4",23,22,124,23,19.05136,9.46864,"Oui"
68,3388,336576,39,"Bac+2",1,9,27,1.4,0.097902,0.280098,"Non"
68,3388,336580,26,"Niveau bac",5,2,47,21.7,6.139798,4.059202,"Oui"
68,3388,336624,35,"Bac+2",15,8,66,3.3,1.054152,1.123848,"Non"
68,3388,336640,47,"Bac+4",17,17,61,7.5,3.124725,1.450275,"Non"
68,3388,336658,56,"Niveau bac",3,16,38,18.7,3.716438,3.389562,"Oui"
68,3388,336706,21,"Bac+3",0,1,33,9.1,1.048047,1.954953,"Oui"
68,3388,336731,29,"Bac+2",0,5,33,5.8,0.578028,1.335972,"Non"
68,3388,336792,28,"Bac+2",3,5,53,5.7,1.57092,1.45008,"Oui"
68,3388,336899,20,"Niveau bac",1,0,22,10.1,0.142208,2.079792,"Oui"
68,3388,336953,24,"Bac+4",0,2,29,9.6,1.038432,1.745568,"Oui"
68,3388,336969,29,"Bac+4",5,4,73,25.1,2.180437,16.142563,"Oui"
68,3388,337073,19,"Bac+2",0,0,15,9.5,0.397575,1.027425,"Oui"
68,3388,337079,63,"Bac+2",29,19,208,16.6,21.890752,12.637248,"Oui"
68,3388,337113,39,"Bac+2",17,9,90,6.8,3.44556,2.67444,"Non"
68,3388,337128,22,"Bac+4",0,1,30,3.4,0.153,0.867,"Non"
68,3388,337261,25,"Bac+4",1,2,66,4.2,0.5544,2.2176,"Oui"
68,3388,337272,22,"Bac+2",2,1,39,4.7,0.500409,1.332591,"Non"
68,3388,337301,35,"Bac+5 et plus",0,9,36,13.3,0.986328,3.801672,"Non"
68,3388,337304,51,"Bac+3",14,16,161,1.4,0.565754,1.688246,"Non"
68,3388,337309,65,"Bac+2",0,25,57,6.2,1.67865,1.85535,"Non"
68,3388,337365,38,"Bac+4",14,7,192,28.9,5.27136,50.21664,"Oui"
68,3388,337462,22,"Bac+4",0,2,46,8.6,1.764376,2.191624,"Oui"
68,3388,337514,19,"Bac+2",0,0,28,7.5,1.5141,0.5859,"Oui"
68,3388,337528,48,"Bac+4",24,18,66,4.4,0.31944,2.58456,"Non"
68,3388,337553,18,"Bac+2",0,0,16,8.3,0.173968,1.154032,"Oui"
68,3388,337620,29,"Bac+2",1,5,39,10.3,2.984631,1.032369,"Oui"
68,3388,337625,37,"Bac+2",0,9,37,16.2,0.92907,5.06493,"Non"
68,3388,337641,23,"Bac+4",0,1,73,0.7,0.251923,0.259077,"Non"
68,3388,337769,27,"Bac+3",4,5,41,6.1,1.653161,0.847839,"Oui"
68,3388,337840,38,"Bac+4",10,11,63,12.2,2.759274,4.926726,"Non"
68,3388,337873,39,"Bac+3",10,7,45,25,1.76625,9.48375,"Non"
68,3388,337887,28,"Bac+4",4,3,48,24.3,3.335904,8.328096,"Oui"
68,3388,337922,54,"Bac+3",2,19,35,6.4,0.93184,1.30816,"Non"
68,3388,337945,39,"Bac+4",12,10,98,1.6,0.1568,1.4112,"Non"
68,3388,337963,19,"Bac+2",0,0,26,17.2,2.647424,1.824576,"Oui"
68,3388,337991,71,"Niveau bac",2,13,23,10.1,1.435614,0.887386,"Non"
68,3388,338047,24,"Bac+2",4,2,21,3.8,0.359898,0.438102,"Non"
68,3388,338062,28,"Bac+2",3,4,20,9,0.3672,1.4328,"Non"
68,3388,338069,21,"Niveau bac",4,1,15,7.3,0.053655,1.041345,"Non"
68,3388,338112,36,"Bac+2",8,2,42,3.1,0.753858,0.548142,"Non"
68,3388,338207,36,"Bac+2",1,8,31,21,0.33201,6.17799,"Non"
68,3388,338240,23,"Niveau bac",0,2,20,8.4,0.2436,1.4364,"Oui"
68,3388,338253,28,"Bac+3",3,3,25,18.8,1.1562,3.5438,"Oui"
68,3388,338294,26,"Bac+3",0,3,31,3.1,0.103788,0.857212,"Oui"
68,3388,338307,36,"Bac+5 et plus",3,7,45,3.3,0.46629,1.01871,"Non"
68,3388,338320,32,"Bac+4",2,2,55,10.6,1.43418,4.39582,"Oui"
73,4501,360036,24,"Bac+4",0,1,56,9.3,1.546776,3.661224,"Oui"
73,4501,360188,19,"Bac+2",0,0,55,7.9,0.612645,3.732355,"Non"
73,4501,360230,28,"Bac+4",2,3,22,6.2,0.758384,0.605616,"Oui"
73,4501,360245,40,"Bac+5 et plus",1,11,32,18.6,3.404544,2.547456,"Oui"
73,4501,360448,34,"Bac+3",0,4,23,6.8,0.686596,0.877404,"Oui"
73,4501,360504,44,"Niveau bac",17,14,107,13,3.82525,10.08475,"Non"
73,4501,360509,29,"Bac+2",1,6,36,9.3,1.419552,1.928448,"Oui"
73,4501,360518,65,"Niveau bac",10,18,32,9.9,1.365408,1.802592,"Non"
73,4501,360585,45,"Bac+2",18,11,59,8.9,2.741022,2.509978,"Non"
73,4501,360684,33,"Bac+2",4,8,79,12.6,8.550486,1.403514,"Oui"
73,4501,360763,32,"Bac+4",5,6,67,8.4,3.382428,2.245572,"Non"
73,4501,360917,23,"Bac+3",0,1,34,9.2,1.254328,1.873672,"Oui"
73,4501,360925,25,"Bac+5 et plus",0,2,60,8.4,1.25496,3.78504,"Non"
73,4501,360927,22,"Bac+4",0,1,23,6.2,0.346518,1.079482,"Oui"
73,4501,360963,27,"Niveau bac",6,2,20,14.3,0.37752,2.48248,"Non"
73,4501,360968,43,"Bac+4",0,10,94,19.9,6.322628,12.383372,"Oui"
73,4501,360970,53,"Bac+4",26,20,249,5.8,7.58205,6.85995,"Non"
73,4501,361072,43,"Bac+2",13,13,62,24.2,8.072152,6.931848,"Oui"
73,4501,361083,25,"Niveau bac",4,1,33,13.2,1.629144,2.726856,"Oui"
73,4501,361105,18,"Bac+2",0,0,34,16.3,1.873196,3.668804,"Oui"
73,4501,361146,46,"Bac+4",14,10,57,4.7,0.251826,2.427174,"Non"
73,4501,361166,46,"Bac+4",22,10,160,15.5,9.92,14.88,"Oui"
73,4501,361201,35,"Bac+3",3,7,54,11,1.16424,4.77576,"Non"
73,4501,361255,23,"Bac+3",1,2,63,16.8,3.143448,7.440552,"Oui"
73,4501,361299,18,"Bac+2",0,0,28,8.1,0.843696,1.424304,"Oui"
73,4501,361305,31,"Bac+2",11,8,37,5.7,0.824619,1.284381,"Non"
73,4501,361346,30,"Bac+3",4,3,62,14.8,1.532392,7.643608,"Oui"
73,4501,361396,23,"Bac+3",2,2,32,3,0.2784,0.6816,"Non"
73,4501,361437,42,"Bac+2",1,5,50,9.6,2.6016,2.1984,"Non"
73,4501,361440,21,"Bac+2",0,1,21,6.3,0.829521,0.493479,"Oui"
73,4501,361454,35,"Bac+2",15,8,55,10.2,3.366,2.244,"Non"
73,4501,361487,26,"Bac+2",5,1,47,6.2,1.827078,1.086922,"Non"
73,4501,361612,75,"Bac+4",50,18,460,19.6,26.68736,63.47264,"Oui"
73,4501,361699,19,"Bac+2",0,0,21,5.6,0.137592,1.038408,"Non"
73,4501,361704,28,"Bac+2",3,2,22,11.5,0.86526,1.66474,"Non"
73,4501,361727,22,"Bac+3",0,1,45,13.6,1.87272,4.24728,"Non"
73,4501,361728,30,"Bac+2",4,4,45,10,2.1285,2.3715,"Non"
73,4501,361759,24,"Bac+4",0,1,53,16.1,5.094201,3.438799,"Oui"
73,4501,361823,20,"Bac+3",0,0,33,9.4,0.549054,2.552946,"Oui"
73,4501,361845,38,"Bac+2",18,7,53,5.2,1.201616,1.554384,"Non"
73,4501,361900,23,"Bac+3",0,2,25,4.2,0.15855,0.89145,"Non"
73,4501,361907,21,"Bac+3",0,1,22,8.5,0.08228,1.78772,"Non"
73,4501,362006,23,"Bac+4",0,1,28,3.1,0.33852,0.52948,"Non"
73,4501,362180,19,"Bac+2",0,0,22,8.2,0.499708,1.304292,"Non"
73,4501,362480,19,"Bac+2",0,0,33,7.5,0.36135,2.11365,"Non"
73,4501,362493,34,"Bac+4",9,9,34,32.1,2.390166,8.523834,"Oui"
73,4501,362513,26,"Bac+4",1,1,31,12.3,1.147713,2.665287,"Oui"
73,4501,362711,63,"Niveau bac",17,26,103,12.3,3.471306,9.197694,"Non"
73,4501,362745,31,"Bac+3",7,4,30,1.9,0.1653,0.4047,"Non"
73,4501,362797,34,"Bac+2",6,4,41,7.5,1.091625,1.983375,"Oui"
73,4501,362909,45,"Bac+2",24,10,86,9.7,1.743478,6.598522,"Non"
73,4501,362911,22,"Bac+3",0,1,31,10.1,0.695082,2.435918,"Oui"
73,4501,363011,21,"Bac+3",0,1,44,6.3,1.291752,1.480248,"Non"
73,4501,363019,65,"Niveau bac",21,23,42,1.6,0.289632,0.382368,"Non"
73,4501,363142,24,"Bac+3",0,2,17,9.2,0.311236,1.252764,"Non"
73,4501,363175,25,"Bac+4",1,2,35,1.4,0.05929,0.43071,"Oui"
73,4501,363198,32,"Bac+4",3,6,56,13.2,1.530144,5.861856,"Oui"
73,4501,363246,21,"Bac+3",0,0,36,14.1,1.59894,3.47706,"Oui"
73,4501,363280,23,"Bac+4",0,2,34,17,2.16172,3.61828,"Oui"
73,4501,363302,40,"Bac+3",17,6,120,10.2,4.32072,7.91928,"Non"
73,4501,363329,44,"Bac+2",2,17,50,2.8,0.5166,0.8834,"Non"
73,4501,363388,39,"Bac+4",4,6,75,5.6,2.6208,1.5792,"Non"
73,4501,363447,26,"Bac+3",3,4,18,12.9,0.401706,1.920294,"Oui"
73,4501,363504,28,"Bac+2",8,4,40,9.8,1.36024,2.55976,"Oui"
73,4501,363544,43,"Bac+4",13,12,127,3,0.4191,3.3909,"Non"
73,4501,363785,40,"Niveau bac",16,7,33,23.3,2.022207,5.666793,"Oui"
73,4501,363807,31,"Niveau bac",0,6,26,3.2,0.338624,0.493376,"Non"
73,4501,363832,54,"Niveau bac",13,18,105,13.6,1.62792,12.65208,"Non"
73,4501,363882,42,"Bac+4",9,9,49,7.3,1.151794,2.425206,"Oui"
73,4501,363946,39,"Bac+2",14,7,94,30.2,10.50356,17.88444,"Oui"
73,4501,363975,36,"Bac+3",10,7,101,13.1,7.237357,5.993643,"Oui"
73,4501,364037,21,"Bac+2",0,1,15,4.1,0.246,0.369,"Non"
73,4501,364057,49,"Bac+3",3,7,28,6.9,0.846216,1.085784,"Non"
73,4501,364125,22,"Bac+4",0,1,55,27.4,6.22391,8.84609,"Oui"
73,4501,364211,33,"Bac+2",3,6,33,5.1,0.895356,0.787644,"Non"
73,4501,364304,39,"Bac+4",9,12,78,4.1,0.345384,2.852616,"Non"
73,4501,364366,26,"Bac+3",3,3,66,4,0.18744,2.45256,"Non"
73,4501,364418,23,"Niveau bac",5,1,48,18,1.05408,7.58592,"Oui"
73,4501,364428,19,"Bac+2",0,0,31,10.6,0.992372,2.293628,"Oui"
73,4501,364499,19,"Bac+2",0,0,19,5.4,0.372438,0.653562,"Oui"
74,2658,365041,33,"Niveau bac",9,4,22,14.6,0.729124,2.482876,"Non"
74,2658,365043,55,"Bac+5 et plus",11,16,88,12.9,5.1084,6.2436,"Non"
74,2658,365178,25,"Bac+2",5,2,36,2.7,0.528768,0.443232,"Non"
74,2658,365216,34,"Bac+4",9,7,58,28.4,4.974544,11.497456,"Oui"
74,2658,365236,67,"Bac+2",7,25,58,11.4,1.58688,5.02512,"Non"
74,2658,365265,51,"Bac+2",22,11,65,18.1,4.906005,6.858995,"Non"
74,2658,365285,45,"Bac+2",26,12,100,7.5,1.695,5.805,"Non"
74,2658,365288,24,"Bac+3",0,2,67,8.9,2.379237,3.583763,"Oui"
74,2658,365383,53,"Bac+4",3,15,50,15.7,4.24685,3.60315,"Non"
74,2658,365473,28,"Bac+4",2,3,47,12.1,0.432212,5.254788,"Oui"
74,2658,365477,51,"Bac+3",10,17,144,4.9,0.91728,6.13872,"Non"
74,2658,365484,27,"Bac+4",1,4,38,8.2,0.620084,2.495916,"Non"
74,2658,365507,18,"Niveau bac",1,0,15,8.4,0.7434,0.5166,"Oui"
74,2658,365536,62,"Niveau bac",32,19,86,6.3,3.971394,1.446606,"Non"
74,2658,365587,19,"Bac+2",0,0,21,8.1,0.690606,1.010394,"Non"
74,2658,365613,76,"Bac+3",12,27,53,6.2,1.278254,2.007746,"Non"
74,2658,365668,22,"Bac+4",0,1,19,7.4,0.778924,0.627076,"Oui"
74,2658,365683,26,"Niveau bac",10,4,43,5.2,0.889928,1.346072,"Non"
74,2658,365719,18,"Bac+2",0,0,30,8.9,0.23496,2.43504,"Oui"
74,2658,365731,30,"Bac+3",3,2,23,6.5,0.27807,1.21693,"Oui"
74,2658,365743,36,"Bac+2",5,9,50,0.8,0.1192,0.2808,"Non"
74,2658,365773,30,"Bac+2",5,6,36,4.7,0.771552,0.920448,"Non"
74,2658,365823,18,"Bac+2",0,0,30,3.8,0.57228,0.56772,"Non"
74,2658,365866,48,"Bac+2",22,16,196,10.5,7.4088,13.1712,"Oui"
74,2658,365869,42,"Niveau bac",1,10,32,7.2,0.688896,1.615104,"Oui"
74,2658,365895,26,"Bac+4",1,3,35,7,1.21275,1.23725,"Non"
74,2658,365943,24,"Bac+4",0,2,25,5.7,0.6384,0.7866,"Oui"
74,2658,365968,39,"Bac+4",4,6,84,3.4,0.405552,2.450448,"Non"
74,2658,365987,19,"Bac+2",1,0,20,25.9,1.93732,3.24268,"Oui"
74,2658,366021,18,"Bac+2",0,0,27,6.1,0.915732,0.731268,"Non"
74,2658,366058,23,"Niveau bac",5,1,26,5.3,0.1378,1.2402,"Oui"
74,2658,366075,30,"Bac+3",1,4,26,8,1.18352,0.89648,"Non"
74,2658,366079,59,"Niveau bac",3,14,44,16.6,5.470696,1.833304,"Oui"
74,2658,366080,37,"Niveau bac",0,8,36,16.1,1.988028,3.807972,"Oui"
74,2658,366221,23,"Bac+2",2,0,17,21.3,0.300543,3.320457,"Oui"
74,2658,366299,19,"Bac+2",0,0,26,14.3,0.516802,3.201198,"Oui"
74,2658,366365,70,"Bac+2",33,17,150,13.3,5.16705,14.78295,"Non"
74,2658,366382,30,"Bac+4",5,6,109,7.8,1.394328,7.107672,"Non"
74,2658,366410,40,"Niveau bac",17,5,72,7.3,0.94608,4.30992,"Non"
74,2658,366458,23,"Bac+3",2,2,39,16.6,1.644396,4.829604,"Non"
74,2658,366486,26,"Niveau bac",5,3,24,7.9,0.333696,1.562304,"Non"
74,2658,366563,33,"Bac+3",12,9,48,3.7,0.9324,0.8436,"Non"
74,2658,366585,46,"Niveau bac",5,9,40,4.5,0.9774,0.8226,"Non"
74,2658,366610,32,"Bac+2",12,9,27,1.8,0.164754,0.321246,"Non"
74,2658,366622,18,"Bac+2",0,0,35,12.3,0.86961,3.43539,"Non"
74,2658,366635,18,"Bac+2",0,0,27,9.4,0.433998,2.104002,"Oui"
74,2658,366655,23,"Bac+4",0,2,33,2.9,0.232551,0.724449,"Non"
74,2658,366658,41,"Bac+2",21,9,56,4.8,1.147776,1.540224,"Non"
74,2658,366663,22,"Bac+4",0,1,21,11.8,0.671538,1.806462,"Non"
74,2658,366664,33,"Bac+2",15,6,71,14.6,2.788454,7.577546,"Non"
74,2658,366673,24,"Bac+4",0,1,128,8.9,3.554304,7.837696,"Oui"
74,2658,366716,23,"Bac+3",1,2,28,0.6,0.058632,0.109368,"Non"
74,2658,366753,43,"Niveau bac",4,9,26,12.9,1.529424,1.824576,"Non"
74,2658,366756,31,"Bac+3",2,5,45,13.1,1.644705,4.250295,"Oui"
74,2658,366761,20,"Bac+3",0,1,28,8.6,0.197456,2.210544,"Non"
74,2658,366765,24,"Bac+2",5,1,26,13.1,1.08992,2.31608,"Non"
74,2658,366778,28,"Bac+3",4,3,23,4.9,0.547722,0.579278,"Oui"
74,2658,366795,53,"Bac+4",1,16,46,11.3,2.656178,2.541822,"Oui"
74,2658,366813,26,"Bac+4",1,2,63,11.9,0.944622,6.552378,"Oui"
74,2658,366819,21,"Bac+2",1,1,24,4.2,0.056448,0.951552,"Non"
74,2658,366841,22,"Bac+3",1,1,29,15.8,2.937062,1.644938,"Oui"
74,2658,366897,29,"Bac+2",6,5,27,6.3,0.127575,1.573425,"Non"
74,2658,366953,28,"Bac+3",3,3,31,12.9,2.355411,1.643589,"Oui"
74,2658,366960,41,"Bac+2",4,11,56,7.3,2.559088,1.528912,"Non"
74,2658,367052,44,"Bac+4",4,5,15,16.6,0.07968,2.41032,"Non"
74,2658,367081,21,"Bac+2",1,1,23,9.5,0.137655,2.047345,"Non"
74,2658,367082,50,"Bac+2",21,10,88,1.4,0.213136,1.018864,"Non"
74,2658,367207,18,"Bac+2",0,0,20,19,1.33,2.47,"Oui"
74,2658,367213,29,"Bac+5 et plus",0,4,40,12.5,2.025,2.975,"Oui"
74,2658,367238,38,"Bac+2",1,9,28,0.8,0.12768,0.09632,"Oui"
74,2658,367250,30,"Bac+4",1,5,65,13.4,4.54662,4.16338,"Oui"
74,2658,367263,27,"Bac+2",8,4,29,6.5,0.84825,1.03675,"Non"
74,2658,367322,28,"Niveau bac",8,4,45,6,0.7155,1.9845,"Non"
74,2658,367368,27,"Bac+2",9,3,31,6.3,0.267561,1.685439,"Non"
74,2658,367435,36,"Bac+4",12,9,35,8.1,1.051785,1.783215,"Non"
74,2658,367468,30,"Bac+4",3,4,38,11.9,0.795872,3.726128,"Non"
74,2658,367471,29,"Bac+3",7,6,57,4.3,1.044126,1.406874,"Non"
74,2658,367492,18,"Bac+2",0,0,20,16.7,0.46426,2.87574,"Oui"
74,2658,367569,23,"Bac+3",0,2,32,7.9,1.223552,1.304448,"Non"
74,2658,367610,41,"Bac+5 et plus",6,5,190,1.9,0.86279,2.74721,"Non"
75,2600,370015,59,"Bac+3",7,20,92,7.5,3.0567,3.8433,"Non"
75,2600,370057,64,"Bac+2",42,22,267,13.2,16.952364,18.291636,"Non"
75,2600,370068,32,"Bac+4",7,6,71,19.5,4.12581,9.71919,"Oui"
75,2600,370095,32,"Bac+3",4,4,37,3.1,0.320013,0.826987,"Non"
75,2600,370103,22,"Bac+4",0,1,28,19.8,0.44352,5.10048,"Oui"
75,2600,370112,21,"Bac+2",3,1,15,11.8,0.41595,1.35405,"Oui"
75,2600,370157,66,"Bac+2",18,24,70,2.8,1.00156,0.95844,"Non"
75,2600,370165,18,"Bac+2",0,0,22,4.4,0.148104,0.819896,"Oui"
75,2600,370209,21,"Bac+3",0,0,27,2.3,0.220455,0.400545,"Non"
75,2600,370216,35,"Bac+3",2,7,27,0.8,0.103464,0.112536,"Non"
75,2600,370237,18,"Bac+2",0,0,19,14.9,0.135888,2.695112,"Oui"
75,2600,370290,27,"Bac+3",3,2,38,9.7,0.44232,3.24368,"Oui"
75,2600,370297,54,"Bac+3",15,11,93,13.7,7.988607,4.752393,"Oui"
75,2600,370404,43,"Bac+3",3,12,38,6,0.6156,1.6644,"Non"
75,2600,370440,42,"Bac+4",6,14,49,14.7,2.845185,4.357815,"Non"
75,2600,370446,26,"Bac+4",0,3,26,3.3,0.408408,0.449592,"Non"
75,2600,370619,18,"Bac+2",0,0,22,10.2,0.520608,1.723392,"Oui"
75,2600,370650,46,"Bac+3",0,7,34,3.9,0.082212,1.243788,"Non"
75,2600,370667,35,"Bac+4",6,9,81,6.8,2.842128,2.665872,"Non"
75,2600,370672,68,"Bac+3",38,25,154,6.2,3.017168,6.530832,"Non"
75,2600,370695,24,"Bac+4",0,2,45,6.7,0.823095,2.191905,"Non"
75,2600,370722,38,"Bac+3",12,9,86,2.4,0.871008,1.192992,"Non"
75,2600,370733,20,"Bac+3",0,0,27,1,0.10827,0.16173,"Oui"
75,2600,370775,23,"Bac+4",0,1,24,26.9,0.400272,6.055728,"Oui"
75,2600,370788,45,"Niveau bac",8,12,41,14.8,0.260924,5.807076,"Non"
75,2600,370813,37,"Niveau bac",7,2,29,4.3,0.168345,1.078655,"Non"
75,2600,370841,51,"Bac+3",29,14,285,16.6,14.80803,32.50197,"Non"
75,2600,370856,18,"Bac+2",0,0,31,9.1,0.490854,2.330146,"Oui"
75,2600,370878,33,"Bac+4",2,6,66,3.1,0.832722,1.213278,"Non"
75,2600,370896,37,"Bac+4",8,7,62,23.9,5.808656,9.009344,"Oui"
75,2600,370900,59,"Bac+3",22,22,84,16,1.85472,11.58528,"Non"
75,2600,370913,57,"Bac+2",36,18,172,9.2,3.449632,12.374368,"Non"
75,2600,370923,19,"Bac+2",0,0,39,4.4,0.727584,0.988416,"Non"
75,2600,370970,44,"Bac+2",15,17,59,18.3,5.851974,4.945026,"Oui"
75,2600,371071,32,"Bac+2",0,4,35,18.1,1.1403,5.1947,"Oui"
75,2600,371139,38,"Bac+3",6,11,37,19.1,2.374512,4.692488,"Oui"
75,2600,371228,19,"Bac+2",0,0,17,12.4,0.33728,1.77072,"Oui"
75,2600,371240,21,"Bac+3",0,1,35,22.7,2.12926,5.81574,"Oui"
75,2600,371316,19,"Bac+2",0,0,30,24.3,0.53217,6.75783,"Oui"
75,2600,371328,48,"Niveau bac",0,12,28,2.6,0.115752,0.612248,"Non"
75,2600,371340,46,"Niveau bac",15,13,95,15.4,6.68591,7.94409,"Non"
75,2600,371388,30,"Bac+2",6,5,32,1.5,0.19296,0.28704,"Non"
75,2600,371395,52,"Niveau bac",30,13,125,15.7,8.321,11.304,"Non"
75,2600,371420,33,"Bac+2",3,3,36,18,2.18376,4.29624,"Non"
75,2600,371423,36,"Bac+4",10,7,51,13.2,3.453516,3.278484,"Non"
75,2600,371426,71,"Bac+2",13,10,59,24.4,2.66326,11.73274,"Non"
75,2600,371580,32,"Bac+4",5,5,87,10.4,0.461448,8.586552,"Non"
75,2600,371656,32,"Bac+2",12,7,75,7.1,1.549575,3.775425,"Non"
75,2600,371660,25,"Bac+3",1,3,16,4.5,0.38664,0.33336,"Non"
75,2600,371716,36,"Bac+4",8,6,100,19.9,11.5619,8.3381,"Oui"
75,2600,371741,22,"Bac+2",0,1,18,3.5,0.32697,0.30303,"Non"
75,2600,371783,26,"Bac+3",4,1,23,8.2,0.350796,1.535204,"Non"
75,2600,371803,51,"Niveau bac",23,10,47,2.2,0.342254,0.691746,"Non"
75,2600,371809,20,"Bac+3",0,1,31,18.3,1.951512,3.721488,"Oui"
75,2600,371824,33,"Bac+2",6,8,41,2.1,0.024108,0.836892,"Non"
75,2600,371907,25,"Bac+2",6,0,18,16.3,1.86309,1.07091,"Oui"
75,2600,371910,43,"Bac+3",8,9,49,6,0.8673,2.0727,"Non"
75,2600,371939,33,"Bac+5 et plus",0,5,46,15.7,0.751088,6.470912,"Non"
75,2600,371987,36,"Bac+4",8,8,58,17.2,1.276928,8.699072,"Non"
75,2600,371988,33,"Bac+4",5,7,35,5.2,0.57876,1.24124,"Non"
75,2600,372012,25,"Bac+2",5,2,18,12.6,0.1134,2.1546,"Oui"
75,2600,372041,40,"Bac+3",5,9,34,23.3,1.528946,6.393054,"Non"
75,2600,372048,41,"Bac+2",14,9,76,18,9.17928,4.50072,"Oui"
75,2600,372086,28,"Niveau bac",4,4,20,13.6,0.53312,2.18688,"Non"
75,2600,372090,19,"Bac+2",0,0,20,1.2,0.02688,0.21312,"Non"
75,2600,372091,25,"Bac+2",7,3,27,7.6,0.229824,1.822176,"Non"
75,2600,372120,46,"Niveau bac",6,5,37,31.6,2.3384,9.3536,"Oui"
75,2600,372126,43,"Bac+3",13,7,71,4.2,1.413468,1.568532,"Non"
75,2600,372138,57,"Niveau bac",25,22,61,1.6,0.179584,0.796416,"Non"
75,2600,372174,70,"Niveau bac",6,22,22,19.9,0.499092,3.878908,"Non"
75,2600,372193,32,"Bac+2",7,2,40,6.2,0.51088,1.96912,"Non"
75,2600,372218,18,"Bac+2",0,0,22,3.4,0.37026,0.37774,"Oui"
75,2600,372221,23,"Bac+3",1,1,42,1.3,0.165438,0.380562,"Non"
75,2600,372227,36,"Bac+2",4,9,57,4.2,0.69426,1.69974,"Oui"
75,2600,372245,20,"Bac+3",0,0,27,5.1,0.528768,0.848232,"Non"
75,2600,372266,22,"Bac+2",0,1,30,11.5,1.68705,1.76295,"Oui"
75,2600,372317,26,"Bac+2",4,3,22,6.7,0.033902,1.440098,"Non"
75,2600,372406,40,"Niveau bac",3,11,21,5.3,0.094605,1.018395,"Non"
75,2600,372407,46,"Bac+3",12,12,111,5.8,1.09446,5.34354,"Non"
75,2600,372450,22,"Bac+4",0,1,51,8.7,1.069317,3.367683,"Oui"
75,2600,372485,20,"Bac+3",0,0,13,1.1,0.051051,0.091949,"Non"
75,2600,372496,24,"Bac+4",1,2,36,13,0.99684,3.68316,"Oui"
75,2600,372514,72,"Bac+2",48,30,233,28.8,18.252288,48.851712,"Non"
75,2600,372545,51,"Bac+2",9,19,82,14.6,1.4965,10.4755,"Non"
75,2600,372551,57,"Bac+5 et plus",31,23,1079,1.4,1.96378,13.14222,"Non"
75,2600,372571,33,"Bac+3",3,9,26,12.8,0.918528,2.409472,"Non"
76,3572,375011,48,"Bac+5 et plus",2,6,52,13.1,1.519076,5.292924,"Non"
76,3572,375014,40,"Niveau bac",2,6,30,3,0.0486,0.8514,"Non"
76,3572,375038,26,"Niveau bac",2,2,23,2.5,0.031625,0.543375,"Non"
76,3572,375106,39,"Bac+2",0,4,36,7.5,0.8748,1.8252,"Oui"
76,3572,375141,44,"Bac+3",6,12,39,8.9,1.822275,1.648725,"Oui"
76,3572,375217,40,"Bac+3",15,12,129,11.9,4.820214,10.530786,"Non"
76,3572,375293,47,"Bac+2",8,13,49,18.4,1.5778,7.4382,"Non"
76,3572,375313,41,"Bac+4",15,12,127,18.2,18.121376,4.992624,"Non"
76,3572,375331,22,"Niveau bac",4,0,27,4.1,0.334314,0.772686,"Non"
76,3572,375333,42,"Niveau bac",8,10,65,14.6,2.69516,6.79484,"Non"
76,3572,375404,42,"Bac+2",20,16,117,23.3,12.730887,14.530113,"Oui"
76,3572,375460,19,"Bac+2",0,0,28,2.8,0.242256,0.541744,"Oui"
76,3572,375511,59,"Bac+3",11,21,55,10,1.4025,4.0975,"Non"
76,3572,375532,23,"Bac+2",2,2,25,10.6,0.5035,2.1465,"Oui"
76,3572,375716,64,"Bac+2",24,18,83,8.4,0.167328,6.804672,"Non"
76,3572,375727,25,"Bac+4",0,3,42,14.3,0.762762,5.243238,"Oui"
76,3572,375732,31,"Bac+2",10,5,41,17.9,0.359611,6.979389,"Non"
76,3572,375861,19,"Bac+2",0,0,35,9.3,0.93744,2.31756,"Non"
76,3572,375890,42,"Bac+4",12,5,15,14.4,0.66312,1.49688,"Non"
